,bitstring,ideal_real_amp,ideal_imag_amp,ideal_prob,google_noisy_prob,depolarize_single_0.0016_prob
3688,111001101000,0.016211430488909665,-0.006179697410561489,0.0003009991385828502,0.000264,0.000276
3689,111001101001,-0.004468947049913765,-0.0013636349469848263,2.1830988003571252e-05,0.000148,0.000124
3690,111001101010,0.0007436995519688148,-0.009316592217070346,8.735197956277436e-05,0.000314,0.000162
3691,111001101011,-0.009405305692552449,0.008673872136055343,0.00016369583300299676,0.0002,0.00022
3692,111001101100,-0.004730011401008975,-0.006912502033214023,7.015569221286288e-05,0.000158,0.000188
3693,111001101101,-0.009590083920625304,0.009089586974530398,0.00017459030097218868,0.000174,0.00023
3694,111001101110,-0.0050023491369260865,0.0172421168764177,0.00032231409126775326,0.00022,0.000278
3695,111001101111,0.0017218457159795747,-0.012612085041095818,0.00016202944175347012,0.000298,0.000182
3696,111001110000,-0.009887627707453724,0.006274729846839768,0.00013713741633202838,0.000158,0.00022
3697,111001110001,-0.0097279639544889,0.008678920226575876,0.0001699569389991032,0.000202,0.000228
3698,111001110010,-0.0005078642025582612,-0.016609974506927888,0.0002761491791690345,0.000312,0.00028
3699,111001110011,-0.016034688718165713,0.00777764316121493,0.00031760297543166415,0.000274,0.00026
3700,111001110100,0.008768916261794192,0.007985348404844385,0.0001406596815531094,0.000134,0.000166
3701,111001110101,-0.010850052677063604,-0.00368116366632949,0.00013127460903335943,0.000178,0.000144
3702,111001110110,-0.014062281075221304,0.004983672374737817,0.00022258473937725211,0.000268,0.000242
3703,111001110111,-0.02147688990276051,0.003476859935585895,0.0004733453549069787,0.000736,0.000364
3704,111001111000,-0.00044830328488167613,0.004239008336934055,1.8170167515832125e-05,0.000174,0.000158
3705,111001111001,-0.016508290269365396,-0.004119451308427672,0.0002894935267001307,0.000288,0.000256
3706,111001111010,0.012097168784458934,0.010873217063609764,0.00026456834191206216,0.000202,0.000272
3707,111001111011,0.014020284281173124,0.009428765967365298,0.0002854699989922562,0.000158,0.000282
3708,111001111100,0.00875885120236061,0.005571774356581716,0.0001077621438657555,0.000146,0.000216
3709,111001111101,-0.005432340542655499,-0.00857062378369273,0.00010296591581297812,0.000138,0.00019
3710,111001111110,0.011012304019889584,-7.154138918233788e-05,0.00012127595799684241,0.000226,0.00018
3711,111001111111,-0.011158914557962484,-0.014854227058323281,0.00034516943561213056,0.000322,0.000294
3712,111010000000,0.006077658925753696,0.02299687235869495,0.0005657940762999014,0.000364,0.000326
3713,111010000001,-0.0063448723660614464,-0.008156297046490547,0.0001067825868522006,0.00022,0.000212
3714,111010000010,0.005929785157873322,0.004047324335365636,5.1543186294177626e-05,0.000162,0.000214
3715,111010000011,0.0004440653843939845,0.015304635527348977,0.0002344290626906095,0.000488,0.00024
3716,111010000100,0.003175929264679969,0.00038688249763791423,1.0236204761229199e-05,0.00018,0.000202
3717,111010000101,-0.004536261825705321,-0.0027281798405619914,2.8020636593800222e-05,0.000126,0.000158
3718,111010000110,0.023237717494124406,0.011910520858000267,0.0006818520214455949,0.000576,0.000366
3719,111010000111,0.0190150366849159,0.0203885182928856,0.0007772632983080283,0.000456,0.00043
3720,111010001000,0.003662164575607509,0.013091342634697974,0.0001847947013578954,0.00024,0.000272
3721,111010001001,0.005489495799884313,0.009305890394079143,0.00011673416016356199,0.000206,0.000168
3722,111010001010,0.015435986342636489,0.0086388216568342,0.0003128989139886478,0.00037,0.000328
3723,111010001011,0.011208688549726623,0.009819498094926304,0.00022205724184103402,0.000436,0.00028
3724,111010001100,-0.007105678487385041,0.007092487923989831,0.00010079405171802813,0.000156,0.000206
3725,111010001101,0.02037494396806308,0.009778645539807845,0.000510760250294914,0.000218,0.00031
3726,111010001110,-0.00035771191771016234,-0.00042714334646261646,3.1040925449916475e-07,0.000144,0.00017
3727,111010001111,0.0006457983257886824,-0.008309466874667108,6.946429521878141e-05,0.00014,0.00019
3728,111010010000,0.0003896222218236047,0.0034009125798589042,1.171801185158131e-05,0.000154,0.000184
3729,111010010001,0.003328037903927696,-0.011834270698131068,0.00015112579924662304,0.000216,0.000194
3730,111010010010,-0.015059215761954736,0.0025343719235546578,0.0002332030204120081,0.000168,0.000222
3731,111010010011,-0.01027930197243573,0.0017560804450063592,0.00010874786756985483,0.000192,0.00024
3732,111010010100,-0.008970442830325285,0.011767813158703667,0.00021895027111029349,0.000392,0.000232
3733,111010010101,0.007583614283070701,-0.001606540867453458,6.009217915319206e-05,0.00014,0.00014
3734,111010010110,0.002661118719336472,0.002923954574994632,1.5631063195035024e-05,0.000176,0.000168
3735,111010010111,0.0025229564580875486,-0.0026954748642935462,1.363089403344398e-05,0.00011,0.000196
3736,111010011000,0.016335820594686308,0.015832528302194327,0.0005175279869415617,0.000256,0.000342
3737,111010011001,-0.00829227223272236,-0.005159189394478918,9.537901398968202e-05,0.000182,0.000178
3738,111010011010,0.0028654517767834377,-0.02196173600993921,0.0004905286624553321,0.000292,0.000364
3739,111010011011,0.013817515723313746,-0.0059854631018448345,0.00022674950930756858,0.00025,0.000214
3740,111010011100,0.011866677435956267,0.018274553884520116,0.0004747773530472629,0.000438,0.00034
3741,111010011101,-0.02029300172430914,0.004899572550421571,0.0004358117301596582,0.000206,0.00032
